order_id,customer_id,order_date,product_id,category,quantity,unit_price,region,payment_method,status
0cb59ec2-b9ae-4f5d-b078-99066efba152,C757018,2026-02-20T18:31:03,P97254,home,43,70992.6,osaka,debit,cancelled
d077f745-5369-4700-b4a2-504a47f1c8f9,C224090,2026-02-20T07:01:35,P820812,books,79,87747.67,nagoya,credit,completed
16245209-e254-490a-bd5c-afcd1affc7c4,C188447,2026-02-20T07:43:03,P152440,home,34,54682.47,nagoya,credit,cancelled
16c872f1-6e52-4a31-aff8-6242b099efd1,C894502,2026-02-20T11:04:41,P263015,books,77,99894.2,osaka,debit,completed
00e5fd61-cdce-47f6-9d3b-00f4af4f545e,C311275,2026-02-20T02:21:07,P480525,books,20,62966.33,fukuoka,cash,completed
b6d3e7c5-d254-4f63-98c4-324c241ff9e7,,2026-02-20T09:28:17,P954209,food,17,7674.77,nagoya,points,returned
670f56f1-c3f7-4eb5-ae63-39f2c5002a69,C532592,INVALID,P320766,clothing,21,12947.55,sapporo,debit,completed
be76c254-ac79-4db9-8b4e-1c7a12d9b8e3,C140548,2026-02-20T21:37:47,P584660,books,79,55690.35,nagoya,cash,returned
05cd21b0-03c5-4972-a5ff-c9684c365371,C795296,2026-02-20T14:01:00,P327859,clothing,91,8226.2,osaka,debit,completed
a9c5cfb3-65ca-4d86-bc7f-19901877742f,C962230,2026-02-20T04:04:04,P409394,clothing,96,68339.09,sapporo,cash,returned
1392f56f-76bd-4256-a32c-c6196cbf0358,C753727,2026-02-20T05:53:36,P724096,books,50,52127.4,sapporo,cash,completed
9fe5c68c-f592-48a2-b373-3164e891b4bf,C474286,2026-02-20T23:43:16,P338011,books,20,99248.12,sapporo,points,returned
25a63535-d5e9-4306-9bf7-5a711fae3d88,C754462,2026-02-20T22:16:15,P40616,food,1,41919.16,sapporo,debit,cancelled
9702000e-ba7f-402a-8f80-904661a457c6,C591647,2026-02-20T11:11:27,P452368,books,33,53069.89,nagoya,cash,completed
f327fdef-b364-4db7-b6a8-938dfb9b869c,C174557,2026-02-20T22:37:26,P817148,food,97,28295.63,fukuoka,points,cancelled
ee0e7a30-0e79-4678-8d88-ef52b2a46274,,INVALID,,books,-1,-99.9,nagoya,cash,completed
a11e7cea-3e3b-401c-a027-8e8959f7c30d,C740333,2026-02-20T08:22:06,P448438,home,21,8784.84,tokyo,debit,returned
19b7bc64-bef7-4d8a-9c08-24075fb217d5,C272577,2026-02-20T16:04:45,P906121,electronics,32,73905.08,nagoya,credit,completed
d8e5c956-f534-43e6-8880-7cb2c2ab2a61,C110671,2026-02-20T17:21:36,P939777,books,68,29270.21,fukuoka,debit,returned
c0bfb9c1-8950-403c-98bb-ea8b23d211b6,C533481,2026-02-20T06:13:22,P183732,electronics,33,23991.12,osaka,debit,returned
bb6b9fee-aa19-40f2-8e5e-1259eed0e125,C494441,2026-02-20T02:33:26,P168450,home,82,29279.11,sapporo,points,completed
eb3fb9ee-fa29-471f-bb8a-ba28df103673,C891140,2026-02-20T23:09:43,P472159,home,20,65550.75,fukuoka,credit,returned
478af13f-f628-403d-b136-fec70fafe2c0,C705127,INVALID,P820886,home,97,20888.71,sapporo,points,completed
123b0c93-b757-4aad-ac75-de082af8ca93,C619851,2026-02-20T05:28:44,P267052,electronics,70,85346.95,sapporo,credit,cancelled
98ae141f-0030-4cac-bc52-db89b45553da,C442321,2026-02-20T14:02:01,P199967,books,44,3537.17,tokyo,credit,cancelled
4c93d67b-a087-4bdf-9116-dd376452c28b,C385742,2026-02-20T18:07:04,P639103,clothing,8,55477.26,fukuoka,points,cancelled
3abea6c8-169b-46b6-8c8d-3b802f9cf817,C747561,2026-02-20T06:49:13,P820989,clothing,53,11487.52,fukuoka,cash,returned
85cec850-d2d9-4a13-972e-755f1987a3ea,C258556,2026-02-20T12:57:26,P09954,food,54,49345.43,fukuoka,credit,returned
bafef97f-1287-4534-b9da-ce5d5fb9ccb7,C429446,2026-02-20T02:20:54,P396080,home,36,84428.76,fukuoka,points,cancelled
46661d45-27c6-4fbe-b5ae-444d72957428,C853561,2026-02-20T16:09:51,P349034,food,68,19643.61,sapporo,debit,cancelled
b1419a6c-cea5-4264-a487-6e9b681897a2,C854810,2026-02-20T06:18:22,P888618,books,98,35202.39,sapporo,points,returned
318b45e3-4efa-4fc1-ba25-8f2950b10de3,C339861,2026-02-20T10:18:22,P741619,electronics,57,21993.27,nagoya,credit,returned
53f8bc32-ce8f-4ee7-9285-3b1b991ec463,C946948,2026-02-20T15:34:38,P648888,home,58,16844.12,sapporo,credit,returned
9ab4563a-9c99-4430-ad17-c511f49469f4,C210282,2026-02-20T01:43:38,P260968,books,-1,57305.96,tokyo,points,returned
25df8c9e-a76b-4f7a-9616-a8c47e8ab46e,C528490,2026-02-20T12:24:21,P977179,clothing,2,70327.66,tokyo,debit,cancelled
e824aaee-eeec-417d-800f-71967183f2e0,C134972,2026-02-20T03:14:09,P802414,food,66,-99.9,osaka,points,completed
6a3c40f3-6c3a-4a83-9f98-26fcc870d448,C239391,2026-02-20T22:21:53,P823021,clothing,70,97434.34,fukuoka,credit,returned
b2d9d3c9-2d54-469a-a23b-e3a054222aa6,C223297,2026-02-20T04:46:00,P171617,home,97,88820.11,fukuoka,cash,completed
109e7f8e-3aea-45d4-a95a-0f7c740aada6,C105521,2026-02-20T02:11:40,P645393,clothing,41,81863.37,nagoya,debit,returned
5ed3349b-2e9a-46bc-acea-4e9f9768b977,C042937,2026-02-20T18:34:29,P285035,books,71,23610.58,nagoya,cash,returned
72e57fb7-b5d9-481e-8af1-3ad5724fb8b1,C458072,2026-02-20T15:56:42,P271512,food,33,2038.97,fukuoka,cash,returned
980da9bb-03d5-4a50-8e3e-5c5ccbdc954a,C214901,2026-02-20T03:33:43,P689818,clothing,84,73746.08,fukuoka,credit,completed
cec3b715-12f1-493d-8a25-3e141ac0f943,C191836,2026-02-20T18:00:46,P859265,clothing,100,80105.43,fukuoka,credit,returned
e5ead2d7-799c-4f54-b3f8-322dd21850cd,C520751,2026-02-20T03:17:55,P370037,clothing,-1,9102.79,tokyo,credit,cancelled
92f1e157-6ee8-4d12-8717-d5d4bbb4eb79,C182882,2026-02-20T16:24:45,P914673,home,-1,26851.01,tokyo,credit,returned
0895c00b-4f8a-4b15-8c79-2cb4f9cf0b14,C894804,2026-02-20T10:41:33,P428653,food,43,42612.76,fukuoka,debit,cancelled
f8708031-9f48-4526-9680-3cc38aabaeb2,,INVALID,,books,-1,-99.9,osaka,credit,cancelled
d265e130-46a0-46be-a0be-77d043332807,C438165,2026-02-20T08:59:49,P268168,food,58,70633.88,tokyo,debit,cancelled
3c021864-34b6-47fd-bcd1-11aab566b030,C612046,2026-02-20T00:26:22,P890174,food,67,16179.04,osaka,debit,cancelled
a84c4d38-98bd-42a5-b709-55ce3873e974,C690374,2026-02-20T21:05:24,P498810,clothing,96,83293.31,tokyo,points,cancelled
5e1c6ff5-7dc6-4328-8df2-3d39c4137fe6,C238182,2026-02-20T21:45:16,P975289,clothing,69,28025.65,fukuoka,cash,completed
d79544b4-7e42-4c21-ad61-82fa3d041462,C925822,2026-02-20T01:51:55,P610183,food,92,34824.52,nagoya,points,completed
e475a7f3-9d77-41ab-b79b-58ecccc19db3,C642932,2026-02-20T13:38:03,P481806,food,40,34601.31,osaka,debit,cancelled
818edcf6-2f72-4d91-a8bd-cd3cfa0e50ad,C466220,2026-02-20T04:57:42,P164517,home,82,56250.58,sapporo,cash,returned
38f1b7b4-5d57-4128-9123-ef173ce75afd,C659649,INVALID,P551966,electronics,9,78125.88,fukuoka,credit,cancelled
ed248558-421d-4c1c-83c9-146c2ffc956d,C563092,2026-02-20T04:05:42,P813524,home,5,65192.08,tokyo,credit,completed
9847854d-bf94-4a05-8afa-554b5cf64e7f,C980610,2026-02-20T17:42:44,P962397,clothing,55,10023.91,osaka,points,completed
1bf22a8c-4339-4b8a-8379-1604e56aa3a4,C653538,2026-02-20T20:27:11,P819635,electronics,90,87550.9,nagoya,cash,returned
765b8953-7762-4517-afc2-9f1e0b597083,C205832,2026-02-20T04:58:37,P318546,books,46,33026.98,fukuoka,points,returned
03d51b6f-0053-4ba0-a51a-15e2ce421c0e,C785622,2026-02-20T12:10:36,P564572,home,32,68852.75,fukuoka,points,returned
ef7c49fe-aa8f-490e-9dd5-b7950d0804ba,C214885,2026-02-20T15:39:53,P498541,electronics,71,37155.36,osaka,credit,cancelled
2cf9b45f-1de4-42ff-bc3a-fc1f705a0a90,C344983,2026-02-20T12:00:25,P532078,clothing,84,68334.06,osaka,points,returned
96f57195-8161-4a0f-aab6-31471833fc64,C015222,2026-02-20T02:38:06,P820328,clothing,82,74827.06,osaka,debit,completed
cfa310dc-8b20-4fa9-b891-c1ebb417fef6,C905264,2026-02-20T22:49:24,P707235,books,71,37602.75,nagoya,debit,completed
78fc1362-8b07-44ec-9a5e-f1172216d08e,C052812,2026-02-20T22:07:09,P363531,electronics,26,12073.17,osaka,points,cancelled
33d5ad65-8db6-4ae4-b6d8-1838153ef256,C709062,2026-02-20T00:07:08,P19433,books,51,61019.17,nagoya,cash,cancelled
339f32ac-fab5-4b53-80bf-75bf0d0e5ba5,C249215,2026-02-20T06:06:47,P987917,food,98,96683.27,osaka,debit,cancelled
e5366015-132f-485f-803a-d774fca4596b,C639270,2026-02-20T11:09:32,P586095,food,6,82897.72,sapporo,debit,completed
7c3fea79-a1a2-4020-99a9-a6edb3715cac,C690483,2026-02-20T20:27:34,P752573,electronics,73,58999.99,tokyo,debit,completed
74be734b-145a-4d8a-972a-0ee9fb282bc0,C309456,2026-02-20T23:58:21,P135532,books,56,45282.2,sapporo,cash,cancelled
9ce118fa-fd77-494b-b2b6-8393818345ab,C699156,2026-02-20T13:34:10,P100283,books,81,4077.44,tokyo,debit,returned
801819cc-9f71-4a4d-98d0-07e9bc1f3ee4,C842592,2026-02-20T12:59:02,P698191,books,51,3419.55,nagoya,cash,cancelled
b4e4df0c-eeb2-473d-8035-2c7b599708ac,C392419,2026-02-20T15:11:16,P48503,home,45,52275.49,fukuoka,cash,cancelled
8a9aefd5-e014-4ea3-89c8-375dc802016f,C059443,2026-02-20T04:24:04,P544931,electronics,68,58170.29,fukuoka,debit,cancelled
025bf344-d5df-4cd6-a61f-aff380413821,C381113,2026-02-20T23:32:30,P314365,food,53,21121.27,nagoya,debit,cancelled
499c09e2-a3eb-4ab2-a521-2aab73f42a1c,C486452,2026-02-20T03:02:54,P24432,clothing,91,29069.74,nagoya,credit,cancelled
83927833-858a-4bcd-ad3c-300ef0291b80,C996399,2026-02-20T18:39:48,P224531,food,24,36379.02,nagoya,credit,returned
97f9abf7-23f3-4095-aa5e-8522f8c744c0,C783251,2026-02-20T22:17:08,P42609,clothing,4,98012.06,nagoya,points,cancelled
d1e1376d-bf5e-44bf-acd6-940dc83367e1,C990212,2026-02-20T17:54:13,P404157,books,38,64705.66,nagoya,cash,completed
7d6323d3-6c4c-4f6a-812a-875baf8f3749,C603974,2026-02-20T07:41:52,P72403,food,48,45919.62,tokyo,credit,cancelled
46753e11-0707-450d-9a69-09b94ccbb362,C299753,2026-02-20T04:50:56,P157314,food,42,-99.9,fukuoka,credit,returned
62971fa7-2613-4de7-b98d-9007b803bf95,C342288,2026-02-20T21:31:41,P944050,food,4,61781.23,osaka,debit,cancelled
fc4765ad-805a-42bb-8ec0-dd53a226d64c,C217628,2026-02-20T03:51:08,P420752,books,15,56999.8,fukuoka,cash,returned
7fcce152-c91e-402b-b113-87f06b6a0e0b,C697446,2026-02-20T11:27:04,P317451,clothing,4,89076.48,nagoya,credit,completed
40a727d9-d7f4-4856-a410-790da828c4a2,C207936,2026-02-20T15:51:59,P231889,food,60,-99.9,fukuoka,points,completed
cbd185c2-9bd3-4ac7-a71b-f9a9d0a05b39,C556032,2026-02-20T14:24:22,P463377,books,1,-99.9,fukuoka,points,cancelled
c8498ef2-43dd-4e52-a80e-3f4b23968772,C517052,2026-02-20T12:26:36,P519266,food,8,91206.67,tokyo,points,completed
b8e4bc57-0d78-42c1-9f00-89578b710a55,C513434,2026-02-20T22:16:13,,electronics,86,16533.33,nagoya,cash,completed
5206541e-0b76-4230-bdae-af2c5e5116f0,C971893,2026-02-20T15:31:28,P297882,home,3,61720.0,tokyo,cash,cancelled
2e630bda-f084-4920-88f5-eddce5229e31,C719164,2026-02-20T19:05:35,P79378,food,60,13901.9,fukuoka,cash,returned
b2aafd60-8f16-4511-9107-696a4e8158a0,C097283,2026-02-20T12:33:31,P329505,electronics,98,60639.0,tokyo,cash,completed
6c40010c-44e8-418a-af43-74699d59146b,C970456,2026-02-20T03:43:37,P386179,clothing,65,7091.28,nagoya,points,cancelled
67063fbb-010a-4b98-8d04-369a150589e1,C312194,2026-02-20T01:34:52,P328261,books,85,9735.59,sapporo,debit,returned
0131e464-917b-4c50-8f97-c8df7ea9ce01,C709755,2026-02-20T14:28:25,P911111,food,77,38963.64,fukuoka,points,returned
2709f7d5-da14-416a-8bc2-334814ca8d7a,C083178,2026-02-20T16:07:39,P655987,electronics,39,22788.52,fukuoka,credit,completed
bf5d9da2-4234-4963-8456-f4104dfa7129,C040122,2026-02-20T01:05:23,P783991,food,83,56899.47,tokyo,debit,returned
4efede07-b591-4b0e-b1b6-66e1ecfcf0cd,C054105,2026-02-20T16:16:52,P720591,books,-1,27860.9,nagoya,debit,completed
35587ff6-ad1e-47fd-b681-826ddfa02524,C997055,2026-02-20T13:07:38,P179180,books,90,24485.34,tokyo,points,completed
c192a1c8-45d2-4c52-bdbe-2742666bf6ff,C591392,2026-02-20T22:26:49,P693934,books,71,1930.21,sapporo,cash,completed
cac1d3c6-c2cf-4782-b7a3-dca16252c038,C559406,2026-02-20T22:59:46,P144378,home,87,66244.43,sapporo,points,completed
9dbec57f-ea37-44e7-bea1-28b070fd76df,C634337,2026-02-20T19:37:23,P357022,books,55,10119.78,sapporo,credit,returned
03ac03c4-3400-4f98-a36f-4abfde0cb8a2,C551956,2026-02-20T19:57:11,P971884,books,84,25567.32,fukuoka,credit,returned
51a3868d-ada3-43eb-b40a-f873500615aa,,2026-02-20T15:17:27,P828736,food,51,89325.31,fukuoka,cash,cancelled
00d4aae9-a193-4617-a3a1-a03f404545d1,C034369,2026-02-20T00:31:38,P488980,home,59,40777.88,tokyo,points,returned
44139eed-dd75-41b4-b09d-ac647e343e77,C235421,2026-02-20T14:35:38,P664204,books,98,86176.5,nagoya,debit,completed
9f01764b-609d-4a8e-9b76-b5766d3025ee,,INVALID,,home,-1,-99.9,osaka,debit,completed
7282a276-2e16-4999-adf1-571687898d0b,,INVALID,,electronics,-1,-99.9,nagoya,points,cancelled
cd1cf3ac-8f7c-41f1-97e2-1de196ca5a1e,C073392,2026-02-20T17:27:20,P427091,electronics,27,6456.91,fukuoka,debit,returned
94a2e3b0-e690-469c-9c27-9d9aba418330,C027245,2026-02-20T08:30:00,P905517,books,41,45806.89,tokyo,cash,returned
7dadc8d8-55ca-4b1f-ac01-50535280d230,C158007,2026-02-20T04:21:39,P537029,food,4,54534.98,nagoya,credit,completed
4ed84614-fd72-4c90-97cb-e7e6e8b78ad7,C900173,2026-02-20T01:55:03,P962910,food,8,67916.24,osaka,debit,cancelled
f936c7ce-b0e4-4174-b39c-d8cba1c666d3,C548639,2026-02-20T16:37:01,P469064,home,67,34090.3,tokyo,debit,completed
5c92d71c-617f-49b7-ae99-8b562c01e05b,,INVALID,,food,-1,-99.9,sapporo,cash,completed
94332e9b-1d00-4a5a-823d-d1b16ebdf399,C551807,2026-02-20T23:12:35,P781147,home,39,36703.02,sapporo,debit,cancelled
19b268cc-aac8-4eb2-be81-6184cdc009e9,C897444,2026-02-20T09:33:31,P274697,electronics,42,32767.28,nagoya,debit,returned
c8c62cc6-02af-41af-a0f8-0e9161a35562,C344549,2026-02-20T06:55:01,P172930,home,11,43947.94,sapporo,points,cancelled
f03bc755-d225-4456-b9f7-be5b8afcae8a,C019534,2026-02-20T05:33:59,P749909,books,8,44433.04,tokyo,credit,returned
acb05b89-5d81-4024-ba4a-9ae2e5a2125b,C689791,2026-02-20T19:45:01,P34183,clothing,14,47546.34,sapporo,points,returned
a52419ec-4d55-4fb7-af57-c7733be72bab,C751267,2026-02-20T08:04:33,P638001,home,24,-99.9,nagoya,points,completed
0488e0e8-88ce-49b7-81a7-d6e90cb4fcca,C267927,2026-02-20T22:23:31,P963290,books,52,94999.05,nagoya,cash,cancelled
4abe8ec3-c00c-4776-9353-245d67bce7e4,C964736,2026-02-20T17:11:07,P418864,electronics,43,61431.96,tokyo,points,completed
dd7537de-ae58-48af-a3ed-32e056316b6d,C105991,2026-02-20T06:48:47,P336275,clothing,73,89604.02,sapporo,points,cancelled
b487e603-8e02-4ba2-a5c8-a156ad5e722b,C678904,2026-02-20T17:02:23,P472134,food,24,45.58,sapporo,cash,cancelled
baa638e5-2954-49a9-9bde-ff8ecf6cd279,C851832,2026-02-20T17:23:12,P167353,food,9,44338.34,sapporo,points,completed
fd61753a-3306-4915-bd87-29f9d9b1c329,C747094,INVALID,P458222,food,75,18086.7,osaka,cash,returned
4f886401-a4b8-417b-a300-11f455d8c8b3,C444890,2026-02-20T23:28:49,P792917,home,5,79573.11,tokyo,debit,cancelled
76717d6c-3f13-41d6-bd21-91009d4b52cd,C141052,2026-02-20T08:25:00,P225351,clothing,-1,24615.85,fukuoka,debit,cancelled
d165b76d-9dca-491a-bf82-2c3f47685b71,C698634,INVALID,P188519,clothing,1,12801.91,nagoya,credit,completed
34b5ec56-24c2-4be7-85a9-8883ffb3c7db,C990136,2026-02-20T05:33:56,P925361,books,37,61553.33,fukuoka,points,returned
98feeb19-e369-466a-ab7a-45157a87a748,C966600,INVALID,P361899,food,85,54691.24,nagoya,debit,cancelled
dcf4a4a8-800f-41e4-a26f-66f0bf777b62,C403894,2026-02-20T04:16:42,P379758,electronics,82,32053.81,sapporo,credit,returned
7ffe488a-ac09-4562-ac46-fb92b2ab5cd0,C479952,2026-02-20T01:53:23,P300074,home,95,21329.79,nagoya,debit,cancelled
dab79d6c-8a9e-4567-a2cd-8330116c1d2c,C691606,2026-02-20T19:31:37,P223781,home,24,84021.65,sapporo,credit,returned
14354130-abe0-4d98-904a-1c1a98dbd496,C612939,2026-02-20T05:27:11,P493030,books,53,71682.91,tokyo,cash,cancelled
be0d3a05-a784-425d-8ca7-b7cb636d47b9,C756366,2026-02-20T18:15:11,P841098,clothing,4,8128.8,fukuoka,points,cancelled
d265a7d7-4b11-4855-bbdc-3c5edb5c89c2,C895440,2026-02-20T16:01:54,P306061,home,66,98509.08,fukuoka,points,cancelled
073e4ba3-a2f8-4f8a-9caf-032e4e7938dd,C071289,2026-02-20T05:56:10,P464856,home,52,96159.48,tokyo,points,cancelled
8e5d9595-0117-4df4-b04a-333a09b313e6,C423635,2026-02-20T03:49:14,P788915,electronics,44,19647.48,nagoya,debit,completed
3847656b-3df6-4f8a-9ff4-3cc0e15ca8a5,C833166,2026-02-20T15:02:45,P787187,electronics,12,78371.11,fukuoka,cash,cancelled
fbe1af9d-1f79-440f-8831-1c1e942f13ff,C722153,2026-02-20T23:09:34,P680954,electronics,62,93033.82,nagoya,credit,cancelled
1da7e93d-5e60-4b96-ad28-193fff5719f8,C815195,2026-02-20T19:56:04,P488985,electronics,3,81380.56,tokyo,points,cancelled
0127a67d-b533-4d96-949d-ac1667b164b7,C725763,2026-02-20T12:49:18,P593625,food,-1,70273.68,tokyo,cash,completed
1cfb9f64-2453-4207-bb5d-177b83729337,C490442,2026-02-20T05:31:29,P99564,electronics,23,33585.87,osaka,credit,returned
0ec9a603-c17d-4c5c-8ac1-754278e20f1e,C413072,2026-02-20T03:45:52,P339215,books,37,94374.49,osaka,cash,completed
43931acf-7a2b-4d95-a943-1599837f3711,C498978,2026-02-20T17:34:00,P761376,books,39,28932.32,nagoya,debit,completed
8022bd27-b75c-441f-bcad-0f71c8ae7343,C498788,2026-02-20T22:48:47,P972341,electronics,77,74645.58,sapporo,credit,completed
0f56d15d-8f62-4477-b40f-30d3569d2a66,C121465,2026-02-20T08:45:10,P05065,home,6,42004.77,sapporo,cash,returned
0715c070-ff9b-483f-a148-b1e9b440c06f,C055094,2026-02-20T19:07:01,P187074,electronics,77,51518.0,sapporo,debit,completed
64efee71-cbdf-4f19-8004-2f9f2f796204,C664794,2026-02-20T22:36:06,P81344,clothing,25,27647.66,nagoya,cash,cancelled
e7f9c302-0bbd-454b-93f0-3adedd28a62e,,INVALID,,clothing,-1,-99.9,osaka,credit,completed
f0e0a8f8-980d-47ad-a3f0-51118eca9997,C449655,2026-02-20T21:08:22,P104398,electronics,1,24769.09,tokyo,points,returned
37eaf941-1a00-41c6-b69c-a2c2fe0a64d7,C314197,2026-02-20T12:02:35,P69728,home,1,42144.53,sapporo,cash,returned
2af2b00a-e924-47e5-8657-5f288c858d99,C436100,2026-02-20T22:23:39,P861234,books,17,40937.19,osaka,points,returned
4b02775b-d058-4e5a-b3ef-adf01242f651,C213157,2026-02-20T00:45:28,P263840,food,94,27800.95,osaka,debit,returned
eb46f7a5-1b7f-4390-8b68-ddf4b66b958b,C244516,2026-02-20T00:52:15,P337886,food,82,99633.27,sapporo,credit,cancelled
86341405-3763-4948-b241-c22bc17be14a,C931193,2026-02-20T01:18:32,P608961,home,73,32210.55,tokyo,cash,completed
6b1734c7-58e9-40e8-a620-98b3963560f0,C334279,2026-02-20T21:22:49,P295691,home,60,90223.17,sapporo,points,cancelled
396dc812-67f1-4bee-8b75-b83462497c91,C118812,2026-02-20T21:53:47,P51768,home,89,34629.84,fukuoka,points,completed
26e3233a-c8e7-4241-b786-fd1bd91b239b,C607640,2026-02-20T20:48:11,P885460,food,89,24624.75,tokyo,credit,completed
6d1c1e98-ead2-4e5d-bb09-643f6a78662c,C724714,2026-02-20T02:43:55,P701062,food,60,47554.71,fukuoka,credit,cancelled
cb970a4d-d6a8-4bba-8b85-64eb91da09eb,C486101,2026-02-20T22:43:24,P84814,food,46,75311.65,sapporo,cash,completed
42a1c0e6-e32c-4d01-a4f1-b50efe0081da,C166846,2026-02-20T13:52:09,P370987,food,44,21560.23,sapporo,cash,cancelled
